City,OtherName,Country,Latitude,Longitude,Certainty,year,pop
Suzhou,Soochow,China,31.300000000,120.600000000,1,1750,173000
Szczecin,Stettin,Poland,53.416667000,14.583333000,2,1750,12966
Thanjavur,Tanjore,India,10.786999000,79.137827000,1,1750,30000
The Hague,s-Gravenhage,Netherlands,52.070492000,4.300694000,1,1750,36000
Thessaloniki,"Salonica, Thessalonica",Greece,40.639350000,22.944606000,1,1750,45000
Tianjin,Tientsin,China,39.142220000,117.176670000,1,1750,80000
Tiruchirappalli,Trichinopoly,India,10.805000000,78.685556000,3,1750,25000
Tokushima,,Japan,34.070269000,134.554844000,1,1750,32000
Tokyo,"Yedo, Edo",Japan,35.689500000,139.691710000,1,1750,694000
Toledo,,Spain,39.862831000,-4.027322000,1,1750,22000
Toulon,,France,43.116670000,5.933330000,1,1750,27000
Toulouse,,France,43.604260000,1.443670000,1,1750,42000
Tours,,France,47.383330000,0.683330000,1,1750,23000
Troyes,,France,48.300000000,4.083330000,1,1750,17000
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889000,118.585830000,3,1750,43000
Tula,,Russian Federation,54.107722000,37.573261000,1,1750,34000
Tunis,,Tunisia,36.818811000,10.165961000,1,1750,70000
Turin,,Italy,45.070490000,7.686820000,1,1750,52000
Udaipur,,India,24.571270000,73.691544000,3,1750,50000
Ujjain,,India,23.182390000,75.776430000,3,1750,54000
Utrecht,,Netherlands,52.090830000,5.122220000,1,1750,20000
Valencia,,Spain,39.469908000,-0.376289000,1,1750,40000
Valladolid,,Spain,41.655180000,-4.723720000,1,1750,25000
Valletta,Valetta,Malta,35.899720000,14.514720000,1,1750,27000
Varanasi,Benares,India,25.317645000,82.973914000,2,1750,125000
Venice,,Italy,45.440847000,12.315514000,1,1750,158000
Verona,,Italy,45.434190000,10.997790000,1,1750,49000
Versailles,,France,48.800000000,2.133330000,1,1750,34000
Vienna,Wien,Austria,48.208490000,16.372080000,1,1750,169000
Vilnius,Vilna,Lithuania,54.683333000,25.283333000,1,1750,21000
Wakayama,,Japan,34.225986000,135.167508000,1,1750,56000
Warsaw,,Poland,52.229770000,21.011780000,1,1750,28000
Wroclaw,Breslau,Germany,51.116667000,17.033333000,3,1750,51000
Wuhan,Wuchang,China,30.583330000,114.266670000,1,1750,136000
Wuzhou,Wuchow,China,23.476963000,111.279115000,2,1750,45000
Xiamen,"Amoy, Hsiamen",China,24.479790000,118.081870000,1,1750,60000
Xian,"Sian, Changan, Xi'an",China,34.341485000,108.940404000,1,1750,195000
Xuzhou,"Suchow, Suifu, Hsuchow",China,34.260000000,117.210000000,1,1750,75000
Yangzhou,Yangchow,China,32.400000000,119.416667000,2,1750,55000
Yinchuan,"Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia",China,38.466700000,106.266700000,3,1750,90000
Zacatecas,,Mexico,22.768430000,-102.581410000,1,1750,50000
Zamfara,,Nigeria,12.184417000,6.237594000,3,1750,40000
Zaragoza,,Spain,41.648792000,-0.889581000,1,1750,35000
Arcot,Vellore,India,12.905690000,79.318970000,1,1751,35000
Florence,Firenze,Italy,43.771033000,11.248000000,1,1751,73951
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111000,119.306389000,1,1751,83411
Kaifeng,"Bienliang, Pienliang",China,34.798600000,114.307420000,1,1751,79000
Mantova,Mantua,Italy,45.156417000,10.791375000,1,1751,27000
Mumbai,Bombay,India,19.072830000,72.882610000,1,1751,77000
Plovdiv,Philippopolis,Bulgaria,42.150000000,24.750000000,1,1751,30000
Songadh,Songarh,India,22.702178000,74.938414000,3,1751,60000
Calcutta,Kolkata,India,22.562630000,88.363040000,1,1752,117000
Norwich,,United Kingdom,52.627830000,1.298340000,1,1752,36169
Bristol,,United Kingdom,51.455230000,-2.596650000,1,1753,46692
Chandannagar,Chandernagore,India,22.870000000,88.380000000,2,1753,102000
Dijon,,France,47.316670000,5.016670000,1,1753,30302
Dublin,,Ireland,53.333060000,-6.248890000,1,1753,128570
Leipzig,,Germany,51.339620000,12.371290000,1,1753,32384
Paisley,,United Kingdom,55.831730000,-4.432540000,1,1753,4195
Philadelphia,Pennsylvania,United States of America,39.950000000,-75.166700000,1,1753,14563
Brunn,Brno,Austria,49.200000000,16.616700000,2,1754,14972
Cologne,"Koln, Coln",Germany,50.937531000,6.960278000,1,1754,44512
Prague,,Austria,50.088040000,14.420760000,1,1754,59000
Srirangapatna,"Shrirangapattana, Seringapatam",India,12.417956000,76.694687000,3,1754,60000
Vienna,Wien,Austria,48.208490000,16.372080000,1,1754,175460
Aberdeen,,United Kingdom,57.143690000,-2.098140000,1,1755,15730
Antwerp,Antwerpen ,Belgium,51.219217000,4.402883000,1,1755,43215
Brussel,Brussels,Belgium,50.850450000,4.348780000,1,1755,54280
Bukhara,Bokhara,Uzbekistan,39.765869000,64.422347000,1,1755,60000
Dresden,,Germany,51.050890000,13.738320000,1,1755,63209
Edinburgh,,United Kingdom,55.952060000,-3.196480000,1,1755,57195
Inwa,Ava,Myanmar,21.857353000,95.981936000,1,1755,8000
Konigsberg,"Kaliningrad, Knigsberg ",Germany,54.716667000,20.516667000,2,1755,55000
Marseille,,France,43.296950000,5.381070000,1,1755,72000
Montpellier,,France,43.610920000,3.877230000,1,1755,29000
Sheffield,,United Kingdom,53.381128000,-1.470086000,1,1755,12983
The Hague,s-Gravenhage,Netherlands,52.070492000,4.300694000,1,1755,37000
Lyon,,France,45.748460000,4.846710000,1,1756,115836
Murshidabad,,India,24.183900000,88.271710000,3,1756,180000
Paris,,France,48.856614000,2.352222000,1,1756,576630
Pondicherry,,India,11.913860000,79.814472000,1,1756,50000
Rouen,,France,49.443130000,1.099320000,1,1756,63588
Wroclaw,Breslau,Germany,51.116667000,17.033333000,3,1756,54774
Angers,,France,47.466670000,-0.550000000,1,1757,21000
Belfast,,Ireland,54.597283000,-5.930117000,1,1757,8549
Glasgow,,United Kingdom,55.865150000,-4.257630000,1,1757,23546
Le Havre,,France,49.494369000,0.107931000,1,1757,14767
Madrid,,Spain,40.416775000,-3.703789000,1,1757,109753
Salvador,"Sao Salvador, Bahia",Brazil,-12.971110000,-38.510830000,1,1757,39672
Toulon,,France,43.116670000,5.933330000,1,1757,30044
Basra,Basrah,Iraq,30.500000000,47.816667000,2,1758,65000
Besancon,Besanon ,France,47.248780000,6.018150000,1,1758,22000
Braunschweig,Brunswick,Germany,52.268875000,10.526769000,1,1758,25800
Chongqing,"Chonquing, Chungking",China,29.563010000,106.551557000,2,1758,16504
Clermont,,France,45.783100000,3.082400000,2,1758,20888
Evora, vora ,Portugal,38.566670000,-7.900000000,1,1758,15000
Lisbon,,Portugal,38.716670000,-9.133330000,1,1758,208000
Manchester,,United Kingdom,53.480950000,-2.237430000,1,1758,19839
Piacenza,Fiacenza,Italy,45.046760000,9.699370000,1,1758,30590
Stuttgart,,Germany,48.782320000,9.177020000,1,1758,18145
Avignon,,France,43.948340000,4.808920000,1,1759,24000
Bologna,,Italy,44.493810000,11.338750000,1,1759,68882
Caracas,,Venezuela,10.488010000,-66.879190000,1,1759,18986
Hamburg,,Germany,53.575320000,10.015340000,1,1759,73000
Kashi,Kashgar,China,39.470400000,75.989756000,1,1759,18000
Mumbai,Bombay,India,19.072830000,72.882610000,1,1759,88000
Quebec,,Canada,46.812280000,-71.214540000,1,1759,9000
Limerick,,Ireland,52.665300000,-8.630497000,1,1760,16000
Liverpool,,United Kingdom,53.408372000,-2.991572000,1,1760,25787
Pune,Poona,India,18.520430000,73.856744000,1,1760,40000
Warsaw,,Poland,52.229770000,21.011780000,1,1760,30000
Chongqing,"Chonquing, Chungking",China,29.563010000,106.551557000,2,1761,30000
Havana,La Habana,Cuba,23.133020000,-82.383040000,1,1761,36000
Patna,,India,25.610533000,85.141450000,1,1761,50000
Pondicherry,,India,11.913860000,79.814472000,1,1761,52000
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889000,118.585830000,3,1761,43727
Ujjain,,India,23.182390000,75.776430000,3,1761,54000
Venice,,Italy,45.440847000,12.315514000,1,1761,161000
Manila,,Philippines,14.580000000,121.000000000,1,1762,54000
Okayama,,Japan,34.661753000,133.916667000,1,1762,36000
Orleans,Orlans,France,47.902964000,1.909250000,1,1762,32000
Cossimbazar,Kasimbazar,India,24.116700000,88.283300000,3,1763,30000
Rabat,,Morocco,34.013250000,-6.832550000,1,1763,45000
Soest,,Germany,51.575580000,8.106190000,1,1763,3800
Brescia,,Italy,45.524780000,10.227270000,1,1764,25000
Caracas,,Venezuela,10.488010000,-66.879190000,1,1764,26340
Granada,,Spain,37.177336000,-3.598558000,1,1764,52000
Hiroshima,,Japan,34.396775000,132.460017000,1,1764,47000
Kagoshima,,Japan,31.596600000,130.557183000,1,1764,59727
Malaga,,Spain,36.721261000,-4.421267000,1,1764,42000
Mumbai,Bombay,India,19.072830000,72.882610000,1,1764,60000
Plovdiv,Philippopolis,Bulgaria,42.150000000,24.750000000,1,1764,30000
Sendai,,Japan,38.266667000,140.866667000,1,1764,67000
Arles,,France,43.676700000,4.627800000,1,1765,21562
Dhaka,Dacca,India,23.709921000,90.407143000,1,1765,100000
Murshidabad,,India,24.183900000,88.271710000,3,1765,210000
Dundee,,United Kingdom,56.500000000,-2.966670000,1,1766,12477
Hannover,,Germany,52.370520000,9.733220000,1,1766,15448
Kaifeng,"Bienliang, Pienliang",China,34.798600000,114.307420000,1,1766,79000
Kiev,,Ukraine,50.454660000,30.523800000,1,1766,28877
Leghorn,Livorno,Italy,43.550000000,10.310579000,2,1766,36500
Mannheim,,Germany,49.496710000,8.479550000,1,1766,24190
Naples,,Italy,40.851775000,14.268122000,1,1766,322786
Oporto,Porto,Portugal,41.167972000,-8.627064000,1,1766,40000
Padua,,Italy,45.406436000,11.876761000,1,1766,40795
Vicenza,,Italy,45.545478000,11.535422000,1,1766,19000
Ayutthaya,Ayutia,Thailand,14.350000000,100.550000000,2,1767,180000
Hyderabad,,India,17.384050000,78.456360000,1,1767,150000
Amiens,,France,49.892000000,2.299000000,1,1768,32000
Brugge,Bruges,Belgium,51.210819000,3.224936000,1,1768,26000
Tripoli,,Libya,32.876175000,13.187508000,1,1768,16000
Tula,,Russian Federation,54.107722000,37.573261000,1,1768,30000
Angers,,France,47.466670000,-0.550000000,1,1769,21579
Barcelona,,Spain,41.388790000,2.158990000,1,1769,62000
Bergen,,Norway,60.391264000,5.322053000,1,1769,13735
Copenhagen,,Denmark,55.675940000,12.565530000,1,1769,82086
Laon,,France,49.566670000,3.616670000,1,1769,10000
Wanxian,Wanhsien,China,30.900000000,108.467000000,3,1769,16000
Augsberg,Ausburg,Germany,48.371444000,10.898239000,1,1770,30000
Axum,,Ethiopia,14.131781000,38.714081000,1,1770,3000
Birmingham,,United Kingdom,52.481420000,-1.899830000,1,1770,30804
Debrecen,,Hungary,47.533330000,21.633330000,1,1770,23546
Gondar,,Ethiopia,12.600003000,37.466669000,1,1770,30000
Inwa,Ava,Myanmar,21.857353000,95.981936000,1,1770,170000
Kobe,Hyogo,Japan,34.691269000,135.183072000,1,1770,22146
Lucknow,,India,26.839280000,80.923130000,1,1770,125000
Moscow,,Russian Federation,55.752220000,37.615560000,1,1770,152790
Newcastle upon Tyne,,United Kingdom,54.978253000,-1.617781000,2,1770,31000
Oran,,Algeria,35.691110000,-0.641670000,1,1770,5138
Trier,Treves,Germany,49.755650000,6.639350000,1,1770,10413
Vilnius,Vilna,Lithuania,54.683333000,25.283333000,1,1770,21320
Yangzhou,Yangchow,China,32.400000000,119.416667000,2,1770,60000
Leeds,,United Kingdom,53.796480000,-1.547850000,1,1771,16380
Munich,,Germany,48.136739000,11.576756000,1,1771,31000
Puebla, Puebla de Zaragoza,Mexico,19.051400000,-98.217800000,1,1771,71366
Caracas,,Venezuela,10.488010000,-66.879190000,1,1772,24187
Jinan,Tsinan,China,36.650997000,117.120497000,1,1772,62000
Krakow,Cracow,Poland,50.061430000,19.936580000,1,1772,15000
Lvov,"Lwow, Lemberg",Poland,49.839683000,24.029717000,1,1772,30000
Mexico City,Tenochtitlan,Mexico,19.428470000,-99.127660000,1,1772,120000
Bratislava,"Pozsony, Pressburg",Slovakia,48.145892000,17.107136000,2,1773,26486
Guatemala City,Iximche,Guatemala,14.640720000,-90.513270000,1,1773,34000
Hue,,Vietnam,16.466670000,107.600000000,1,1773,72000
Manchester,,United Kingdom,53.480950000,-2.237430000,1,1773,29151
Okayama,,Japan,34.661753000,133.916667000,1,1773,34000
Reims,Rheims,France,49.250000000,4.033330000,1,1773,27554
Alessandria,,Italy,44.912450000,8.618940000,1,1774,18581
Kandahar,Qandahar,Afghanistan,31.613320000,65.710130000,1,1774,150000
Kazan,,Russian Federation,55.790278000,49.134722000,2,1774,14000
Kingston,,Jamaica,17.992731000,-76.800000000,1,1774,11000
Mondovi,,Italy,44.396030000,7.817640000,1,1774,12000
Rampur,,India,28.789304000,79.024952000,1,1774,30000
Saratov,,Russian Federation,51.540560000,46.008610000,1,1774,7000
Baltimore,Maryland,United States of America,39.290380000,-76.612190000,1,1775,5934
Bourges,,France,47.083330000,2.400000000,1,1775,24543
Caen,,France,49.185850000,-0.359120000,1,1775,29000
Cairo,"Fostat, Fustat",Egypt,30.062630000,31.249670000,1,1775,215000
Dieppe,,France,49.922992000,1.077483000,1,1775,16686
Dunkerque,Dunkirk,France,51.038300000,2.377500000,1,1775,26000
Grenoble,,France,45.166670000,5.716670000,1,1775,23856
Guayaquil,,Ecuador,-2.181940000,-79.891670000,1,1775,22000
Leeds,,United Kingdom,53.796480000,-1.547850000,1,1775,17117
Lille,,France,50.628442000,3.054975000,1,1775,65644
Limoges,,France,45.831530000,1.257800000,1,1775,17000
Lyon,,France,45.748460000,4.846710000,1,1775,151786
Marrakech,Marrakesh,Morocco,31.634160000,-7.999940000,1,1775,25000
Meknes,"Takrart, Mequinez, Miknas, Mekns ",Morocco,33.893520000,-5.547270000,1,1775,40000
Metz,,France,49.119110000,6.172690000,1,1775,39256
Montpellier,,France,43.610920000,3.877230000,1,1775,29000
Nancy,,France,48.684390000,6.184960000,1,1775,32000
Nantes,,France,47.217250000,-1.553360000,1,1775,54000
Nimes,Nmes ,France,43.833330000,4.350000000,1,1775,47000
Paris,,France,48.856614000,2.352222000,1,1775,600600
Poitiers,,France,46.583330000,0.333330000,1,1775,17172
Rabat,,Morocco,34.013250000,-6.832550000,1,1775,45000
Rennes,,France,48.111980000,-1.674290000,1,1775,32000
Riobamba,,Ecuador,-1.670830000,-78.648610000,1,1775,19000
Salvador,"Sao Salvador, Bahia",Brazil,-12.971110000,-38.510830000,1,1775,40922
Tbilisi,Tiflis,Georgia,41.709975000,44.792989000,1,1775,24000
Tours,,France,47.383330000,0.683330000,1,1775,21195
Troyes,,France,48.300000000,4.083330000,1,1775,25000
Versailles,,France,48.800000000,2.133330000,1,1775,43960
Bergamo,,Italy,45.697980000,9.668950000,1,1776,16000
Bogota,"Bacata, Funza, Bogot",Columbia,4.598056000,-74.075833000,1,1776,19479
Goa,,India,15.299333000,74.124000000,1,1776,14000
Ouro Preto,Vila Rica,Brazil,-20.394840000,-43.505170000,1,1776,22000
Riga,,Russian Federation,56.946000000,24.105890000,1,1776,19058
Budapest,,Hungary,47.498010000,19.039910000,1,1777,35059
Dublin,,Ireland,53.333060000,-6.248890000,1,1777,138208
Dumyat,Damietta,Egypt,31.416480000,31.813320000,1,1777,24000
Guadalajara,,Mexico,20.673819000,-103.343489000,1,1777,22163
Mannheim,,Germany,49.496710000,8.479550000,1,1777,25600
Buenos Aires,,Argentina,-34.613150000,-58.377230000,1,1778,28232
Kanazawa,,Japan,36.561325000,136.656206000,1,1778,64987
Jakarta,Batavia,Indonesia,-6.214620000,106.845130000,1,1779,50000
Nottingham,,United Kingdom,52.953600000,-1.150470000,1,1779,17711
Potosi,Potos ,Bolivia,-19.583610000,-65.753060000,1,1779,22622
Quito,,Ecuador,-0.229850000,-78.524950000,1,1779,24919
Abomey-Calavi,,Benin,7.182860000,1.991190000,1,1780,24000
Ahmedabad,Asawal,India,23.039568000,72.566004000,1,1780,100000
Belgrade,Beograd,Serbia,44.804010000,20.465130000,1,1780,30000
Glasgow,,United Kingdom,55.865150000,-4.257630000,1,1780,42832
Jerusalem,,Israel,31.769040000,35.216330000,1,1780,13000
Lima,Rimac,Peru,-12.043180000,-77.028240000,1,1780,50000
Mainz,,Germany,49.984190000,8.279100000,1,1780,32482
Pune,Poona,India,18.520430000,73.856744000,1,1780,140000
Quito,,Ecuador,-0.229850000,-78.524950000,1,1780,28451
Srirangapatna,"Shrirangapattana, Seringapatam",India,12.417956000,76.694687000,3,1780,138000
Thessaloniki,"Salonica, Thessalonica",Greece,40.639350000,22.944606000,1,1780,50000
Tunis,,Tunisia,36.818811000,10.165961000,1,1780,50000
Delhi,,India,28.653810000,77.228970000,1,1781,190000
Munich,,Germany,48.136739000,11.576756000,1,1781,37840
Nagapattinam,"Negapatam, Choromandel",India,10.768802000,79.839427000,3,1781,35000
Oruro,,Bolivia,-17.983330000,-67.150000000,1,1781,7000
Chengde,Jehol,China,40.966667000,117.933333000,3,1782,20000
Jingdezhen,Kingtehchen,China,29.268836000,117.178420000,2,1782,151000
Kaluga,,Russian Federation,54.529300000,36.275420000,1,1782,17000
Kazan,,Russian Federation,55.790278000,49.134722000,2,1782,22000
Kiev,,Ukraine,50.454660000,30.523800000,1,1782,30000
Kursk,,Russian Federation,51.737330000,36.187350000,1,1782,19000
Moscow,,Russian Federation,55.752220000,37.615560000,1,1782,213000
Nizhniy Novgorod,"Nishny Novgorod, Gorkiy",Russian Federation,56.326900000,44.007500000,1,1782,9000
Novgorod,,Russian Federation,58.525569000,31.274192000,1,1782,11000
Orel,,Russian Federation,52.965080000,36.078500000,1,1782,17000
Pskov,,Russian Federation,57.813600000,28.349600000,1,1782,7000
Tula,,Russian Federation,54.107722000,37.573261000,1,1782,25000
Tver,Kalinin  ,Russian Federation,56.858722000,35.917597000,1,1782,16000
Valletta,Valetta,Malta,35.899720000,14.514720000,1,1782,28500
Voronezh,,Russian Federation,51.672040000,39.184300000,1,1782,13000
Braunschweig,Brunswick,Germany,52.268875000,10.526769000,1,1783,27063
Brussel,Brussels,Belgium,50.850450000,4.348780000,1,1783,74427
Yaroslavl,,Russian Federation,57.626072000,39.884464000,2,1783,18996
Astrakhan,"Atil, Itil",Russian Federation,46.366681000,48.083239000,1,1784,18023
Bakhchiserai,,Ukraine,44.755286000,33.867233000,1,1784,5776
Siena,,Italy,43.320040000,11.332830000,1,1784,16173
Tripoli,,Libya,32.876175000,13.187508000,1,1784,14000
Acre,,Israel,32.927778000,35.081667000,2,1785,30000
Arequipa,,Peru,-16.398890000,-71.535000000,1,1785,30000
Bergamo,,Italy,45.697980000,9.668950000,1,1785,20000
Brescia,,Italy,45.524780000,10.227270000,1,1785,25000
Cuzco,,Peru,-13.525000000,-71.972222000,1,1785,26000
Damascus,,Syria,33.510200000,36.291280000,1,1785,80000
Nanjing,Nanking,China,32.050000000,118.766667000,1,1785,50000
Padua,,Italy,45.406436000,11.876761000,1,1785,41753
Verona,,Italy,45.434190000,10.997790000,1,1785,52978
Amarapura,,Myanmar,21.892983000,96.050000000,1,1786,180000
Barcelona,,Spain,41.388790000,2.158990000,1,1786,111410
Gent,Ghent,Belgium,51.053469000,3.730378000,1,1786,26337
Kherson,Cherson,Ukraine,46.635417000,32.616867000,1,1786,10000
Ypres,Leper,Belgium,50.849997000,2.883339000,1,1786,11860
Amiens,,France,49.892000000,2.299000000,1,1787,34000
Angers,,France,47.466670000,-0.550000000,1,1787,24000
Arles,,France,43.676700000,4.627800000,1,1787,16281
Arras,,France,50.291000000,2.777533000,1,1787,21492
Badajoz,,Spain,38.877890000,-6.970610000,1,1787,5000
Besancon,Besanon ,France,47.248780000,6.018150000,1,1787,23000
Beziers, Bziers,France,43.347620000,3.218990000,1,1787,13149
Bourges,,France,47.083330000,2.400000000,1,1787,20574
Bratislava,"Pozsony, Pressburg",Slovakia,48.145892000,17.107136000,2,1787,28740
Burgos,,Spain,42.350000000,-3.700000000,1,1787,10000
Cadiz,,Spain,36.529780000,-6.294650000,1,1787,97000
Caen,,France,49.185850000,-0.359120000,1,1787,29000
Clermont,,France,45.783100000,3.082400000,2,1787,21357
Copenhagen,,Denmark,55.675940000,12.565530000,1,1787,92671
Cordoba,"Cordova, Crdoba",Spain,38.046133000,-4.893564000,2,1787,28000
Debrecen,,Hungary,47.533330000,21.633330000,1,1787,28873
Dieppe,,France,49.922992000,1.077483000,1,1787,18954
Dijon,,France,47.316670000,5.016670000,1,1787,20025
Dunkerque,Dunkirk,France,51.038300000,2.377500000,1,1787,25243
Granada,,Spain,37.177336000,-3.598558000,1,1787,52345
Jodhpur,,India,26.268410000,73.005940000,1,1787,90000
La Rochelle,,France,46.166670000,-1.150000000,1,1787,17253
Le Havre,,France,49.494369000,0.107931000,1,1787,22059
Lille,,France,50.628442000,3.054975000,1,1787,65907
Limoges,,France,45.831530000,1.257800000,1,1787,19000
Liverpool,,United Kingdom,53.408372000,-2.991572000,1,1787,56670
Lyon,,France,45.748460000,4.846710000,1,1787,135207
Madrid,,Spain,40.416775000,-3.703789000,1,1787,156672
Malaga,,Spain,36.721261000,-4.421267000,1,1787,41592
Metz,,France,49.119110000,6.172690000,1,1787,45090
Montpellier,,France,43.610920000,3.877230000,1,1787,26000
Murcia,,Spain,37.987040000,-1.130040000,1,1787,38000
Nimes,Nmes ,France,43.833330000,4.350000000,1,1787,41000
Oporto,Porto,Portugal,41.167972000,-8.627064000,1,1787,63505
Orleans,Orlans,France,47.902964000,1.909250000,1,1787,36000
Palma,,Spain,39.569390000,2.650240000,1,1787,29529
Rennes,,France,48.111980000,-1.674290000,1,1787,31000
Rouen,,France,49.443130000,1.099320000,1,1787,68040
Saint-Malo,,France,48.649336000,-2.025675000,1,1787,15000
Saint-Omer,,France,50.750114000,2.252208000,1,1787,16254
Segovia,,Spain,40.943564000,-4.113003000,1,1787,15000
Seville,,Spain,37.388097000,-5.982331000,1,1787,80268
Strasbourg,Strassburg,France,48.583420000,7.742960000,1,1787,47000
Toledo,,Spain,39.862831000,-4.027322000,1,1787,21000
Toulon,,France,43.116670000,5.933330000,1,1787,27540
Tours,,France,47.383330000,0.683330000,1,1787,28161
Troyes,,France,48.300000000,4.083330000,1,1787,23000
Versailles,,France,48.800000000,2.133330000,1,1787,37530
Zaragoza,,Spain,41.648792000,-0.889581000,1,1787,42600
Cochabamba,Oropesa,Bolivia,-17.389500000,-66.156800000,1,1788,22305
Dundee,,United Kingdom,56.500000000,-2.966670000,1,1788,19329
Genova,Genoa,Italy,44.405650000,8.946256000,1,1788,77563
Kingston,,Jamaica,17.992731000,-76.800000000,1,1788,26478
Marrakech,Marrakesh,Morocco,31.634160000,-7.999940000,1,1788,30000
Salerno,,Italy,40.677970000,14.765990000,1,1788,9181
Valladolid,,Spain,41.655180000,-4.723720000,1,1788,21000
Brest,,France,48.390800000,-4.486075000,1,1789,33852
Dhaka,Dacca,India,23.709921000,90.407143000,1,1789,125000
Mantova,Mantua,Italy,45.156417000,10.791375000,1,1789,24000
Murshidabad,,India,24.183900000,88.271710000,3,1789,207000
Nagasaki,,Japan,32.752558000,129.878192000,1,1789,31893
Nancy,,France,48.684390000,6.184960000,1,1789,32000
Aleppo,,Syria,36.216667000,37.166667000,1,1790,70000
Augsberg,Ausburg,Germany,48.371444000,10.898239000,1,1790,28534
Bordeaux,,France,44.840440000,-0.580500000,1,1790,104000
Cap-Haitien,"Cap Francois, Cap-Hatien  ",Haiti,19.756219000,-72.199669000,1,1790,20000
Iasi,Jassy,Romania,47.166670000,27.600000000,1,1790,14963
Izmail,Ismail,Romania,45.351667000,28.836389000,2,1790,35000
Jodhpur,,India,26.268410000,73.005940000,1,1790,80000
Marseille,,France,43.296950000,5.381070000,1,1790,106585
Mexico City,Tenochtitlan,Mexico,19.428470000,-99.127660000,1,1790,120000
Middelburg,,Netherlands,51.500000000,3.613890000,1,1790,22000
Rampur,,India,28.789304000,79.024952000,1,1790,38000
Toulouse,,France,43.604260000,1.443670000,1,1790,52000
Venice,,Italy,45.440847000,12.315514000,1,1790,148000
Belfast,,Ireland,54.597283000,-5.930117000,1,1791,18320
Cork,,Ireland,51.897970000,-8.470610000,1,1791,50000
Edinburgh,,United Kingdom,55.952060000,-3.196480000,1,1791,85486
Glasgow,,United Kingdom,55.865150000,-4.257630000,1,1791,66578
Havana,La Habana,Cuba,23.133020000,-82.383040000,1,1791,51307
Laon,,France,49.566670000,3.616670000,1,1791,7034
Asyut,,Egypt,27.180960000,31.183680000,1,1792,25000
Guadalajara,,Mexico,20.673819000,-103.343489000,1,1792,24249
Hull,,United Kingdom,53.744600000,-0.335250000,1,1792,22286
Jaen,Jan ,Spain,37.769220000,-3.790280000,1,1792,17000
Oaxaca,,Mexico,17.071080000,-96.719140000,1,1792,24000
Potsdam,,Germany,52.398860000,13.065660000,1,1792,27000
Regensburg,Ratisbon,Germany,49.015000000,12.095560000,1,1792,22000
Santiago de Queretaro,"Santiago de Quertaro, Queretaro",Mexico,20.588792000,-100.389889000,2,1792,17005
Warsaw,,Poland,52.229770000,21.011780000,1,1792,120000
Wurzburg,Wrzburg ,Germany,49.791558000,9.953694000,1,1792,21000
Asuncion,Asuncin ,Paraguay,-25.300660000,-57.635910000,1,1793,7088
Balkh,,Afghanistan,36.756350000,66.897200000,1,1793,23000
Cholula,,Mexico,19.063330000,-98.306389000,1,1793,9000
Jakarta,Batavia,Indonesia,-6.214620000,106.845130000,1,1793,55000
Kabul,,Afghanistan,34.528130000,69.172330000,1,1793,50000
Kandahar,Qandahar,Afghanistan,31.613320000,65.710130000,1,1793,25000
Lima,Rimac,Peru,-12.043180000,-77.028240000,1,1793,52627
Merida,Tiho,Mexico,20.979719000,-89.615789000,1,1793,28392
Patzcuaro,,Mexico,19.519310000,-101.609700000,1,1793,6000
Puebla, Puebla de Zaragoza,Mexico,19.051400000,-98.217800000,1,1793,56859
San Luis Potosi,San Luis Potos  ,Mexico,22.149930000,-100.982800000,1,1793,8571
Tlaxcala,,Mexico,19.320760000,-98.209590000,1,1793,3357
Tzintzuntzan,,Mexico,19.629030000,-101.578570000,1,1793,2500
Zacatecas,,Mexico,22.768430000,-102.581410000,1,1793,33000
Ayacucho,"Guamanga, Huamanga",Peru,-13.161500000,-74.221540000,1,1794,25970
Cuzco,,Peru,-13.525000000,-71.972222000,1,1794,32082
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,1794,560000
Kerman,,Iran,30.283210000,57.078790000,1,1794,55000
Riga,,Russian Federation,56.946000000,24.105890000,1,1794,28801
Amsterdam,,Netherlands,52.374030000,4.889690000,1,1795,217024
Coimbra,,Portugal,40.205640000,-8.419550000,1,1795,15000
Guatemala City,Iximche,Guatemala,14.640720000,-90.513270000,1,1795,24434
Lvov,"Lwow, Lemberg",Poland,49.839683000,24.029717000,1,1795,38749
Odessa,Odesa,Russian Federation,46.477470000,30.732620000,1,1795,2349
Stuttgart,,Germany,48.782320000,9.177020000,1,1795,19510
Ulm,,Germany,48.398410000,9.991550000,1,1795,13000
Amsterdam,,Netherlands,52.374030000,4.889690000,1,1796,200560
Barcelona,,Spain,41.388790000,2.158990000,1,1796,117000
Brugge,Bruges,Belgium,51.210819000,3.224936000,1,1796,31319
Delft,,Netherlands,52.006670000,4.355560000,1,1796,13737
Dordrecht,,Netherlands,51.810000000,4.673610000,1,1796,18014
Edessa,Urfa,Turkey,37.150000000,38.800000000,1,1796,22000
Groningen,,Netherlands,53.219170000,6.566670000,1,1796,21000
Hannover,,Germany,52.370520000,9.733220000,1,1796,18000
La Paz,,Bolivia,-16.500000000,-68.150000000,1,1796,21120
