id_libro,autor,publicacion,titulo,num_libros,imagen_libro
396,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
397,"Patrick Süskind, John E. Woods",1985,Perfume: The Story of a Murderer,364,https://images.gr-assets.com/books/1409112276m/343.jpg
398,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal,61,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
399,J.K. Rowling,2007,The Tales of Beedle the Bard,131,https://images.gr-assets.com/books/1373467575m/3950967.jpg
400,William Gibson,1984,Neuromancer,143,https://images.gr-assets.com/books/1167348726m/22328.jpg
401,Ernest Hemingway,1929,A Farewell to Arms,425,https://images.gr-assets.com/books/1313714836m/10799.jpg
402,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings,12,https://images.gr-assets.com/books/1327936583m/391729.jpg
403,"Sun Tzu, Thomas Cleary",-500,The Art of War,1865,https://images.gr-assets.com/books/1453417993m/10534.jpg
404,William Landay,2012,Defending Jacob,76,https://images.gr-assets.com/books/1329612158m/11367726.jpg
405,Kurt Vonnegut Jr.,1973,Breakfast of Champions,112,https://images.gr-assets.com/books/1327934446m/4980.jpg
406,Betty Edwards,1979,The New Drawing on the Right Side of the Brain,64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
407,Ann Patchett,2001,Bel Canto,77,https://images.gr-assets.com/books/1352997328m/5826.jpg
408,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies",118,https://images.gr-assets.com/books/1453215833m/1842.jpg
409,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
410,Chinua Achebe,1958,"Things Fall Apart (The African Trilogy, #1)",161,https://images.gr-assets.com/books/1352082529m/37781.jpg
411,Sophie Kinsella,2005,The Undomestic Goddess,99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
412,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,147,https://images.gr-assets.com/books/1369401342m/567795.jpg
413,Alexandre Dumas,1844,The Three Musketeers,1341,https://images.gr-assets.com/books/1320436982m/7190.jpg
414,Chris Cleave,2008,Little Bee,82,https://images.gr-assets.com/books/1344401905m/6948436.jpg
415,Alyson Noel,2009,"Evermore (The Immortals, #1)",78,https://images.gr-assets.com/books/1362336360m/3975774.jpg
416,"Roald Dahl, Quentin Blake",1983,The Witches,174,https://images.gr-assets.com/books/1351707720m/6327.jpg
417,Diane Setterfield,2006,The Thirteenth Tale,137,https://images.gr-assets.com/books/1346267826m/40440.jpg
418,Richelle Mead,2010,"Spirit Bound (Vampire Academy, #5)",71,https://images.gr-assets.com/books/1291168967m/6479259.jpg
419,Richelle Mead,2009,"Blood Promise (Vampire Academy, #4)",76,https://images.gr-assets.com/books/1442530605m/5996153.jpg
420,Nicholas Sparks,1998,Message in a Bottle,133,https://images.gr-assets.com/books/1163789140m/3478.jpg
421,Paula McLain,2011,The Paris Wife,77,https://images.gr-assets.com/books/1320545874m/8683812.jpg
422,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)",76,https://images.gr-assets.com/books/1392579059m/862041.jpg
423,Kiera Cass,2013,"The Elite (The Selection, #2)",84,https://images.gr-assets.com/books/1391454595m/16248068.jpg
424,"Umberto Eco, William Weaver, Seán Barrett",1980,The Name of the Rose,428,https://images.gr-assets.com/books/1415375471m/119073.jpg
425,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,92,https://images.gr-assets.com/books/1327870536m/46799.jpg
426,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,131,https://images.gr-assets.com/books/1436747103m/310612.jpg
427,Oscar Wilde,1895,The Importance of Being Earnest,728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
428,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)",65,https://images.gr-assets.com/books/1464201354m/12127750.jpg
429,Terry Pratchett,1983,"The Color of Magic (Discworld, #1; Rincewind #1)",153,https://images.gr-assets.com/books/1407111017m/34497.jpg
430,"Haruki Murakami, Philip Gabriel",2002,Kafka on the Shore,157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
431,Thomas Harris,1981,"Red Dragon (Hannibal Lecter, #1)",191,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
432,Isaac Asimov,1950,"I, Robot (Robot #0.1)",218,https://images.gr-assets.com/books/1388321463m/41804.jpg
433,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood, #1)",73,https://images.gr-assets.com/books/1429676285m/42899.jpg
434,Becca Fitzpatrick,2010,"Crescendo (Hush, Hush, #2)",73,https://images.gr-assets.com/books/1362408146m/7791997.jpg
435,Lauren Oliver,2010,Before I Fall,82,https://images.gr-assets.com/books/1361044695m/6482837.jpg
436,Arundhati Roy,1997,The God of Small Things,168,https://images.gr-assets.com/books/1436217001m/9777.jpg
437,Sue Monk Kidd,2014,The Invention of Wings,63,https://images.gr-assets.com/books/1386699861m/18079776.jpg
438,Liane Moriarty,2009,What Alice Forgot,68,https://images.gr-assets.com/books/1377159022m/6469165.jpg
439,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time,246,https://images.gr-assets.com/books/1333578746m/3869.jpg
440,Ken Follett,2010,"Fall of Giants (The Century Trilogy, #1)",140,https://images.gr-assets.com/books/1470384630m/7315573.jpg
441,Stephen King,2009,Under the Dome,110,https://images.gr-assets.com/books/1268982908m/6320534.jpg
442,Neal Stephenson,1992,Snow Crash,80,https://images.gr-assets.com/books/1477624625m/830.jpg
443,Sarah Dessen,2006,Just Listen,61,https://images.gr-assets.com/books/1358270741m/51738.jpg
444,"A.A. Milne, Ernest H. Shepard",1926,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
445,S.J. Watson,2011,Before I Go to Sleep,150,https://images.gr-assets.com/books/1358353512m/9736930.jpg
446,Arthur Conan Doyle,1887,A Study in Scarlet,1106,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
447,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle, #3)",143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
448,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?,149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
449,"P.C. Cast, Kristin Cast",2007,"Betrayed (House of Night, #2)",80,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
450,Jim Butcher,2e3,"Storm Front (The Dresden Files, #1)",75,https://images.gr-assets.com/books/1419456275m/47212.jpg
451,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
452,Rick Yancey,2013,"The 5th Wave (The 5th Wave, #1)",102,https://images.gr-assets.com/books/1359853842m/16101128.jpg
453,Charles Frazier,1997,Cold Mountain,97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
454,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie,41,https://images.gr-assets.com/books/1276046901m/767680.jpg
455,Emily Giffin,2005,"Something Blue (Darcy & Rachel, #2)",43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
456,Tennessee Williams,1947,A Streetcar Named Desire,109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
457,Elizabeth Kostova,2005,The Historian,129,https://images.gr-assets.com/books/1338298031m/10692.jpg
458,Emily St. John Mandel,2014,Station Eleven,63,https://images.gr-assets.com/books/1451446835m/20170404.jpg
459,"Fredrik Backman, Henning Koch",2012,A Man Called Ove,132,https://images.gr-assets.com/books/1405259930m/18774964.jpg
460,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices, #3)",79,https://images.gr-assets.com/books/1436788488m/18335634.jpg
461,Pearl S. Buck,1931,"The Good Earth (House of Earth, #1)",210,https://images.gr-assets.com/books/1312497600m/1078.jpg
462,John Berger,1972,Ways of Seeing,34,https://images.gr-assets.com/books/1464018308m/2784.jpg
463,Diana Gabaldon,1992,"Dragonfly in Amber (Outlander, #2)",141,https://images.gr-assets.com/books/1456114344m/5364.jpg
464,Anonymous,1611,Holy Bible: King James Version,1449,https://images.gr-assets.com/books/1313518530m/1923820.jpg
465,Jennifer Weiner,2002,In Her Shoes,53,https://images.gr-assets.com/books/1435252471m/14758.jpg
466,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit: Graphic Novel,44,https://images.gr-assets.com/books/1374681632m/659469.jpg
467,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,9,https://images.gr-assets.com/books/1391409748m/297673.jpg
468,Zora Neale Hurston,1937,Their Eyes Were Watching God,80,https://images.gr-assets.com/books/1368072803m/37415.jpg
469,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,123,https://images.gr-assets.com/books/1303738520m/41899.jpg
470,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,129,https://images.gr-assets.com/books/1375414895m/17851885.jpg
471,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,1208,https://images.gr-assets.com/books/1397063295m/45032.jpg
472,Viktor E. Frankl,1946,Man's Search for Meaning,187,https://images.gr-assets.com/books/1467136625m/4069.jpg
473,Tana French,2007,"In the Woods (Dublin Murder Squad, #1)",78,https://images.gr-assets.com/books/1348442606m/237209.jpg
474,Richard Dawkins,2006,The God Delusion,104,https://images.gr-assets.com/books/1347220693m/14743.jpg
475,Gayle Forman,2011,"Where She Went (If I Stay, #2)",8,https://images.gr-assets.com/books/1347810457m/8492825.jpg
476,John Irving,1978,The World According to Garp,165,https://images.gr-assets.com/books/1447234581m/7069.jpg
477,Lee Child,1997,"Killing Floor (Jack Reacher, #1)",127,https://images.gr-assets.com/books/1399313258m/78129.jpg
478,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,Robinson Crusoe,558,https://images.gr-assets.com/books/1403180114m/2932.jpg
479,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,The Prince,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
480,Philip Pullman,2e3,"The Amber Spyglass (His Dark Materials, #3)",42,https://images.gr-assets.com/books/1329189152m/18122.jpg
481,Terry Goodkind,1994,"Wizard's First Rule (Sword of Truth, #1)",90,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
482,Kathleen Grissom,2010,The Kitchen House,46,https://images.gr-assets.com/books/1463229128m/6837103.jpg
483,J.D. Salinger,1961,Franny and Zooey,125,https://images.gr-assets.com/books/1355037988m/5113.jpg
484,Chuck Palahniuk,2001,Choke,84,https://images.gr-assets.com/books/1403186013m/29059.jpg
485,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,The Brothers Karamazov,1072,https://images.gr-assets.com/books/1427728126m/4934.jpg
486,Jeanne DuPrau,2003,"The City of Ember (Book of Ember, #1)",69,https://images.gr-assets.com/books/1397931596m/307791.jpg
487,Michael Crichton,1969,The Andromeda Strain,122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
488,Stephen King,1996,The Green Mile,162,https://images.gr-assets.com/books/1373903563m/11566.jpg
489,Kahlil Gibran,1923,The Prophet,721,https://images.gr-assets.com/books/1355046521m/2547.jpg
490,Art Spiegelman,1985,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",37,https://images.gr-assets.com/books/1327884972m/15196.jpg
491,"P.C. Cast, Kristin Cast",2008,"Untamed (House of Night, #4)",67,https://images.gr-assets.com/books/1438037020m/2866718.jpg
492,Orson Scott Card,1986,"Speaker for the Dead (Ender's Saga, #2)",99,https://images.gr-assets.com/books/1295660894m/7967.jpg
493,C.S. Lewis,1952,Mere Christianity,152,https://images.gr-assets.com/books/1468102872m/11138.jpg
494,Donna Tartt,1992,The Secret History,141,https://images.gr-assets.com/books/1451554846m/29044.jpg
495,Dave Eggers,2e3,A Heartbreaking Work of Staggering Genius,65,https://images.gr-assets.com/books/1327714834m/4953.jpg
496,Jean M. Auel,1980,"The Clan of the Cave Bear (Earth's Children, #1)",161,https://images.gr-assets.com/books/1385331302m/1295.jpg
497,Anna Sewell,1877,Black Beauty,1033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
498,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,War and Peace,1017,https://images.gr-assets.com/books/1413215930m/656.jpg
499,Bret Easton Ellis,1991,American Psycho,144,https://images.gr-assets.com/books/1436934349m/28676.jpg
500,Meg Cabot,2e3,"The Princess Diaries (The Princess Diaries, #1)",125,https://images.gr-assets.com/books/1355011082m/38980.jpg
501,Alexander McCall Smith,1998,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",108,https://images.gr-assets.com/books/1459953654m/7061.jpg
502,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 01: Days Gone Bye",36,https://images.gr-assets.com/books/1389233242m/138398.jpg
503,Arthur C. Clarke,1968,"2001: A Space Odyssey (Space Odyssey, #1)",221,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
504,Francine Rivers,1991,Redeeming Love,63,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
505,"Tim LaHaye, Jerry B. Jenkins",1995,"Left Behind (Left Behind, #1)",63,https://images.gr-assets.com/books/1406505054m/27523.jpg
506,Kiera Cass,2014,"The One (The Selection, #3)",94,https://images.gr-assets.com/books/1395612906m/18635016.jpg
507,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",78,https://images.gr-assets.com/books/1360094673m/7938275.jpg
508,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,57,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
509,Sophie Kinsella,2008,Remember Me?,90,https://images.gr-assets.com/books/1276963901m/1358844.jpg
510,Robert Jordan,1990,"The Great Hunt (Wheel of Time, #2)",71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
511,Patricia Cornwell,1990,"Postmortem (Kay Scarpetta, #1)",129,https://images.gr-assets.com/books/1341835831m/6534.jpg
512,Edgar Allan Poe,1849,The Complete Stories and Poems,34,https://images.gr-assets.com/books/1327942676m/23919.jpg
513,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,83,https://images.gr-assets.com/books/1320418824m/561909.jpg
514,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,1235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
515,Pat Conroy,1986,The Prince of Tides,80,https://images.gr-assets.com/books/1320541074m/16735.jpg
516,Michael Chabon,2e3,The Amazing Adventures of Kavalier & Clay,80,https://images.gr-assets.com/books/1479660066m/3985.jpg
517,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry, #1)",52,https://images.gr-assets.com/books/1439792475m/4268157.jpg
518,"J.M. Barrie, Michael Hague",1904,Peter Pan,1416,https://images.gr-assets.com/books/1337714526m/34268.jpg
519,Scott Westerfeld,2005,"Pretties (Uglies, #2)",78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
520,"Haruki Murakami, Jay Rubin",1994,The Wind-Up Bird Chronicle,125,https://images.gr-assets.com/books/1327872639m/11275.jpg
521,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",123,https://images.gr-assets.com/books/1370140049m/79885.jpg
522,David Mitchell,2004,Cloud Atlas,113,https://images.gr-assets.com/books/1406383769m/49628.jpg
523,Tim O'Brien,1990,The Things They Carried,56,https://images.gr-assets.com/books/1424663847m/133518.jpg
524,Banksy,1988,Wall and Piece,15,https://images.gr-assets.com/books/1327904853m/114683.jpg
525,Lauren Oliver,2012,"Pandemonium (Delirium, #2)",76,https://images.gr-assets.com/books/1310371414m/9593911.jpg
526,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter, #1)",95,https://images.gr-assets.com/books/1334404607m/17231.jpg
527,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse, #2)",97,https://images.gr-assets.com/books/1329501808m/110494.jpg
528,Robert Jordan,1991,"The Dragon Reborn (Wheel of Time, #3)",62,https://images.gr-assets.com/books/1480096580m/34897.jpg
529,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver's Travels,1762,https://images.gr-assets.com/books/1427829692m/7733.jpg
530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,805,https://images.gr-assets.com/books/1327885569m/12957.jpg
531,"Unknown, Seamus Heaney",975,Beowulf,601,https://images.gr-assets.com/books/1327878125m/52357.jpg
532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,74,https://images.gr-assets.com/books/1327940389m/59980.jpg
533,Harper Lee,2015,Go Set a Watchman,102,https://images.gr-assets.com/books/1451442088m/24817626.jpg
534,David Sedaris,2008,When You Are Engulfed in Flames,47,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
535,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",89,https://images.gr-assets.com/books/1461353773m/8490112.jpg
536,Victoria Aveyard,2015,"Red Queen (Red Queen, #1)",84,https://images.gr-assets.com/books/1411472322m/17878931.jpg
537,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business,92,https://images.gr-assets.com/books/1366758683m/12609433.jpg
538,John Berendt,1994,Midnight in the Garden of Good and Evil,76,https://images.gr-assets.com/books/1427166915m/386187.jpg
539,Colleen Hoover,2012,"Hopeless (Hopeless, #1)",53,https://images.gr-assets.com/books/1353489892m/15717943.jpg
540,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,11,https://images.gr-assets.com/books/1327868556m/3008.jpg
541,Sarah Dessen,2004,The Truth About Forever,45,https://images.gr-assets.com/books/1362767907m/51737.jpg
542,C.S. Lewis,1954,"The Horse and His Boy (Chronicles of Narnia, #5)",280,https://images.gr-assets.com/books/1388210968m/84119.jpg
543,Richelle Mead,2010,"Last Sacrifice (Vampire Academy, #6)",63,https://images.gr-assets.com/books/1319850978m/6527740.jpg
544,"Laura Ingalls Wilder, Garth Williams",1935,"Little House on the Prairie (Little House, #2)",146,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
545,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
546,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,181,https://images.gr-assets.com/books/1410136019m/629.jpg
547,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,1167,https://images.gr-assets.com/books/1320391644m/8909.jpg
548,Sara Shepard,2006,"Pretty Little Liars (Pretty Little Liars, #1)",75,https://images.gr-assets.com/books/1377830522m/162085.jpg
549,Don Freeman,1948,Corduroy,58,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
550,Michael Pollan,2006,The Omnivore's Dilemma: A Natural History of Four Meals,54,https://images.gr-assets.com/books/1393804353m/3109.jpg
551,Kate Atkinson,2013,Life After Life,95,https://images.gr-assets.com/books/1358173808m/15790842.jpg
552,Nicholas Sparks,2e3,The Rescue,93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553,Stephen King,1991,Needful Things,135,https://images.gr-assets.com/books/1315767817m/107291.jpg
554,Diana Gabaldon,1993,"Voyager (Outlander, #3)",105,https://images.gr-assets.com/books/1483278195m/10987.jpg
555,"Kenneth Branagh, William Shakespeare",1996,"Hamlet: Screenplay, Introduction And Film Diary",3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
556,Stephen King,1981,Cujo,143,https://images.gr-assets.com/books/1394208144m/10603.jpg
557,Jeffrey Eugenides,1993,The Virgin Suicides,102,https://images.gr-assets.com/books/1319032910m/10956.jpg
558,Charlaine Harris,2004,"Dead to the World (Sookie Stackhouse, #4)",88,https://images.gr-assets.com/books/1468561630m/140077.jpg
559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the D'Urbervilles,918,https://images.gr-assets.com/books/1497218117m/32261.jpg
560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,1682,https://images.gr-assets.com/books/1335676143m/2175.jpg
561,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
562,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive, #1)",48,https://images.gr-assets.com/books/1388184640m/7235533.jpg
563,Charlaine Harris,2003,"Club Dead (Sookie Stackhouse, #3)",90,https://images.gr-assets.com/books/1329501590m/140082.jpg
564,Ned Vizzini,2006,It's Kind of a Funny Story,32,https://images.gr-assets.com/books/1420629730m/248704.jpg
565,Brandon Sanderson,2007,"The Well of Ascension (Mistborn, #2)",60,https://images.gr-assets.com/books/1480717596m/68429.jpg
566,Jojo Moyes,2015,"After You (Me Before You, #2)",94,https://images.gr-assets.com/books/1429029729m/25041504.jpg
567,Vanessa Diffenbaugh,2011,The Language of Flowers,90,https://images.gr-assets.com/books/1333577674m/10032672.jpg
568,"Frank Miller, Klaus Janson, Lynn Varley",1986,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",71,https://images.gr-assets.com/books/1327892039m/59960.jpg
569,James Patterson,2005,"The Angel Experiment (Maximum Ride, #1)",96,https://images.gr-assets.com/books/1339277875m/13152.jpg
570,Nick Hornby,1995,High Fidelity,136,https://images.gr-assets.com/books/1327928082m/285092.jpg
571,Nicholas Sparks,2003,The Guardian,88,https://images.gr-assets.com/books/1388195339m/15925.jpg
572,Margaret Atwood,2003,"Oryx and Crake (MaddAddam, #1)",109,https://images.gr-assets.com/books/1494109986m/46756.jpg
573,John Gray,1998,"Men Are from Mars, Women Are from Venus",202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
574,Anthony Bourdain,2e3,Kitchen Confidential: Adventures in the Culinary Underbelly,78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
575,Michael Crichton,1999,Timeline,124,https://images.gr-assets.com/books/1405420745m/7669.jpg
576,Voltaire,1759,Candide,1039,https://images.gr-assets.com/books/1345060082m/19380.jpg
577,Natalie Babbitt,1975,Tuck Everlasting,127,https://images.gr-assets.com/books/1445184695m/84981.jpg
578,"Stephen King, Marie Milpois",1983,Christine,156,https://images.gr-assets.com/books/1327270815m/10629.jpg
579,P.D. Eastman,1960,Are You My Mother?,44,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
580,E.H. Gombrich,1950,The Story of Art,102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
581,Marissa Meyer,2013,"Scarlet (The Lunar Chronicles, #2)",64,https://images.gr-assets.com/books/1470056982m/13206760.jpg
582,Robert T. Kiyosaki,1997,"Rich Dad, Poor Dad",185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
583,Becca Fitzpatrick,2011,"Silence (Hush, Hush, #3)",65,https://images.gr-assets.com/books/1362408152m/10637766.jpg
584,Lev Grossman,2009,The Magicians (The Magicians #1),67,https://images.gr-assets.com/books/1313772941m/6101718.jpg
585,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 1: Boredom (Death Note, #1)",44,https://images.gr-assets.com/books/1419952134m/13615.jpg
586,Libba Bray,2003,"A Great and Terrible Beauty (Gemma Doyle, #1)",65,https://images.gr-assets.com/books/1284558475m/3682.jpg
587,Jonathan Safran Foer,2002,Everything Is Illuminated,107,https://images.gr-assets.com/books/1479774440m/256566.jpg
588,Robert Ludlum,1986,"The Bourne Supremacy (Jason Bourne, #2)",101,https://images.gr-assets.com/books/1335860600m/15769.jpg
589,Tammara Webber,2012,"Easy (Contours of the Heart, #1)",53,https://images.gr-assets.com/books/1349370267m/16056408.jpg
590,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,1240,https://images.gr-assets.com/books/1461452762m/58696.jpg
591,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,67,https://images.gr-assets.com/books/1327908992m/693208.jpg
592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,The Master and Margarita,586,https://images.gr-assets.com/books/1327867963m/117833.jpg
593,Ursula K. Le Guin,1968,"A Wizard of Earthsea (Earthsea Cycle, #1)",157,https://images.gr-assets.com/books/1353424536m/13642.jpg
594,"Kate DiCamillo, Chris Sheban",2e3,Because of Winn-Dixie,77,https://images.gr-assets.com/books/1456871914m/357664.jpg
595,John Knowles,1959,A Separate Peace,82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
596,John Grisham,1995,The Rainmaker,117,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
597,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quixote,1887,https://images.gr-assets.com/books/1364958765m/3836.jpg
598,Robin Hobb,1995,"Assassin's Apprentice (Farseer Trilogy, #1)",108,https://images.gr-assets.com/books/1320339497m/45107.jpg
599,Douglas Adams,1980,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
600,Lauren Kate,2010,"Torment (Fallen, #2)",82,https://images.gr-assets.com/books/1362339749m/7740152.jpg
601,Beatrix Potter,1901,The Tale of Peter Rabbit,1,https://images.gr-assets.com/books/1485118382m/19321.jpg
602,"C.S. Lewis, Pauline Baynes",1953,"The Silver Chair (Chronicles of Narnia, #4)",257,https://images.gr-assets.com/books/1336139237m/65641.jpg
603,Brandon Sanderson,2008,"The Hero of Ages (Mistborn, #3)",63,https://images.gr-assets.com/books/1480717763m/2767793.jpg
604,Susanna Kaysen,1993,"Girl, Interrupted",49,https://images.gr-assets.com/books/1475482930m/68783.jpg
